epoch,training_accuracy,test_accuracy,training_loss,test_loss
0,0.125952,0.117712,2.883308,2.891425
1,0.916565,0.915692,0.345339,0.342093
2,0.930966,0.927693,0.283679,0.283233
3,0.937116,0.934793,0.250781,0.252977
4,0.942282,0.938194,0.230335,0.236625
5,0.943566,0.937394,0.223439,0.234065
6,0.944966,0.939894,0.210988,0.221216
7,0.948616,0.943094,0.201699,0.214381
8,0.949299,0.941494,0.194770,0.210494
9,0.951333,0.943494,0.186820,0.202582
10,0.952366,0.945595,0.182636,0.199271
11,0.953899,0.946095,0.178279,0.196528
12,0.955433,0.946595,0.177149,0.197400
13,0.955549,0.947395,0.171454,0.190685
14,0.956366,0.945695,0.167945,0.189999
15,0.957749,0.948195,0.163101,0.184042
16,0.958399,0.950195,0.162964,0.185297
17,0.958883,0.949295,0.158212,0.182372
18,0.959116,0.947895,0.158258,0.182329
19,0.959849,0.950095,0.155528,0.179701
20,0.960749,0.951795,0.151567,0.175283
21,0.960799,0.950195,0.150505,0.175939
22,0.962283,0.950795,0.145456,0.171003
23,0.963466,0.950795,0.144341,0.172468
24,0.962249,0.949895,0.148495,0.177940
25,0.964216,0.951195,0.140293,0.169875
26,0.963883,0.950495,0.138615,0.170158
27,0.965299,0.951695,0.135645,0.167607
28,0.965249,0.952595,0.139805,0.172413
29,0.965233,0.950795,0.136177,0.168640
30,0.966166,0.952095,0.131931,0.164834
31,0.966199,0.952095,0.131398,0.163643
32,0.967199,0.951995,0.128897,0.164420
33,0.966899,0.952295,0.130246,0.165555
34,0.968066,0.953395,0.126784,0.162658
35,0.967983,0.953895,0.124825,0.162166
