epoch,training_accuracy,test_accuracy,training_loss,test_loss
0,0.129052,0.130213,4.819435,4.826141
1,0.915999,0.916492,0.323984,0.318981
2,0.928915,0.928993,0.259521,0.258630
3,0.932866,0.930493,0.252581,0.256381
4,0.938849,0.933593,0.225693,0.233589
5,0.938982,0.936394,0.228357,0.237147
6,0.944249,0.938194,0.204514,0.220764
7,0.946966,0.941494,0.192837,0.206787
8,0.948516,0.939994,0.190392,0.209855
9,0.950749,0.943594,0.182079,0.198927
10,0.953016,0.943094,0.173292,0.194408
11,0.953749,0.942294,0.178199,0.203759
12,0.956433,0.948295,0.165148,0.185774
13,0.958433,0.948095,0.157304,0.181285
14,0.959199,0.950095,0.155826,0.181005
15,0.960199,0.949295,0.153414,0.178946
16,0.960849,0.949495,0.146641,0.174941
17,0.960899,0.949795,0.144545,0.172564
18,0.961416,0.952095,0.147980,0.175303
19,0.962766,0.951495,0.141873,0.170674
20,0.963549,0.953495,0.139392,0.167901
21,0.964399,0.952095,0.137249,0.167842
22,0.964799,0.952495,0.134884,0.164587
23,0.965449,0.953495,0.131285,0.161430
24,0.965666,0.951895,0.133505,0.166724
25,0.967049,0.952195,0.126528,0.162999
26,0.966199,0.953895,0.127037,0.160730
27,0.968883,0.954195,0.119921,0.158007
28,0.968733,0.953795,0.124015,0.161645
29,0.968783,0.953595,0.122850,0.162164
30,0.968866,0.952795,0.118958,0.157993
31,0.969883,0.955096,0.116774,0.154688
32,0.970250,0.953295,0.117490,0.159474
33,0.971016,0.953795,0.114531,0.155744
34,0.971266,0.952795,0.115242,0.161212
35,0.971016,0.954795,0.113545,0.156284
36,0.971016,0.954295,0.111811,0.155013
37,0.971983,0.954895,0.109690,0.154604
38,0.972416,0.954595,0.109727,0.155571
39,0.972250,0.953795,0.109797,0.157413
40,0.972916,0.955396,0.105579,0.153766
41,0.973116,0.954895,0.107002,0.155612
42,0.973150,0.955596,0.106844,0.153838
