epoch,training_accuracy,test_accuracy,training_loss,test_loss
0,0.116469,0.117212,3.467405,3.446967
1,0.922665,0.923292,0.310158,0.306633
2,0.931382,0.928693,0.274292,0.277496
3,0.938649,0.934093,0.228324,0.234556
4,0.943382,0.938594,0.214608,0.223329
5,0.945432,0.938494,0.205207,0.214992
6,0.948516,0.941794,0.195670,0.209169
7,0.950099,0.942294,0.186799,0.202146
8,0.951749,0.941994,0.187139,0.204146
9,0.953433,0.944194,0.176080,0.193204
10,0.955199,0.944894,0.172048,0.195192
11,0.956316,0.944294,0.167707,0.193515
12,0.955249,0.943394,0.175171,0.200525
13,0.957849,0.945395,0.160316,0.188681
14,0.959866,0.944694,0.156664,0.187908
15,0.960233,0.947095,0.155312,0.184769
16,0.961083,0.947095,0.151368,0.181650
17,0.961833,0.945695,0.153474,0.187599
18,0.961666,0.948095,0.158927,0.191912
19,0.963483,0.947495,0.149658,0.183564
20,0.963199,0.949295,0.149674,0.181316
21,0.964516,0.949395,0.138390,0.172249
22,0.964583,0.950495,0.140413,0.175886
23,0.966099,0.948095,0.138545,0.175066
24,0.965033,0.947895,0.147645,0.184851
25,0.966516,0.950095,0.139028,0.177129
26,0.966966,0.950195,0.134484,0.174466
27,0.968283,0.949795,0.128284,0.169979
28,0.968949,0.950395,0.129766,0.171873
29,0.968099,0.949995,0.128221,0.170420
30,0.969899,0.948495,0.125098,0.172824
31,0.969399,0.949995,0.126092,0.171267
32,0.969199,0.949295,0.130019,0.175996
33,0.970333,0.950395,0.123429,0.171296
34,0.970450,0.951295,0.121572,0.167915
35,0.971416,0.951395,0.122077,0.170860
36,0.970233,0.948695,0.120731,0.169596

